reporting_date,state,industry,turnover_millions
1/03/2010,Australian Capital Territory ,"Hardware, building and garden supplies retailing ",21.9
1/03/2010,Australian Capital Territory ,Household goods retailing ,71.9
1/03/2010,Australian Capital Territory ,Clothing retailing ,18.6
1/03/2010,Australian Capital Territory ,Footwear and other personal accessory retailing ,9.7
1/03/2010,Australian Capital Territory ,"Clothing, footwear and personal accessory retailing ",28.2
1/03/2010,Australian Capital Territory ,Department stores ,29.2
1/03/2010,Australian Capital Territory ,Newspaper and book retailing ,10.0
1/03/2010,Australian Capital Territory ,Other recreational goods retailing ,9.7
1/03/2010,Australian Capital Territory ,"Pharmaceutical, cosmetic and toiletry goods retailing ",13.6
1/03/2010,Australian Capital Territory ,Other retailing n.e.c. ,7.5
1/03/2010,Australian Capital Territory ,Other retailing ,40.9
1/03/2010,Australian Capital Territory ,"Cafes, restaurants and catering services ",34.7
1/03/2010,Australian Capital Territory ,Takeaway food services ,16.8
1/03/2010,Australian Capital Territory ,"Cafes, restaurants and takeaway food services ",51.5
1/04/2010,New South Wales ,Supermarket and grocery stores ,1951.1
1/04/2010,New South Wales ,Liquor retailing ,222.2
1/04/2010,New South Wales ,Other specialised food retailing ,214.4
1/04/2010,New South Wales ,Food retailing ,2387.7
1/04/2010,New South Wales ,"Furniture, floor coverings, houseware and textile goods retailing ",263.5
1/04/2010,New South Wales ,Electrical and electronic goods retailing ,432.6
1/04/2010,New South Wales ,"Hardware, building and garden supplies retailing ",298.2
1/04/2010,New South Wales ,Household goods retailing ,994.3
1/04/2010,New South Wales ,Clothing retailing ,323.9
1/04/2010,New South Wales ,Footwear and other personal accessory retailing ,184.4
1/04/2010,New South Wales ,"Clothing, footwear and personal accessory retailing ",508.3
1/04/2010,New South Wales ,Department stores ,447.4
1/04/2010,New South Wales ,Newspaper and book retailing ,100.3
1/04/2010,New South Wales ,Other recreational goods retailing ,88.7
1/04/2010,New South Wales ,"Pharmaceutical, cosmetic and toiletry goods retailing ",252.2
1/04/2010,New South Wales ,Other retailing n.e.c. ,260.7
1/04/2010,New South Wales ,Other retailing ,701.9
1/04/2010,New South Wales ,"Cafes, restaurants and catering services ",412.3
1/04/2010,New South Wales ,Takeaway food services ,394.6
1/04/2010,New South Wales ,"Cafes, restaurants and takeaway food services ",806.9
1/04/2010,Victoria ,Supermarket and grocery stores ,1576.0
1/04/2010,Victoria ,Liquor retailing ,125.6
1/04/2010,Victoria ,Other specialised food retailing ,164.1
1/04/2010,Victoria ,Food retailing ,1865.7
1/04/2010,Victoria ,"Furniture, floor coverings, houseware and textile goods retailing ",208.4
1/04/2010,Victoria ,Electrical and electronic goods retailing ,336.6
1/04/2010,Victoria ,"Hardware, building and garden supplies retailing ",247.9
1/04/2010,Victoria ,Household goods retailing ,792.9
1/04/2010,Victoria ,Clothing retailing ,285.7
1/04/2010,Victoria ,Footwear and other personal accessory retailing ,161.3
1/04/2010,Victoria ,"Clothing, footwear and personal accessory retailing ",446.9
1/04/2010,Victoria ,Department stores ,333.7
1/04/2010,Victoria ,Newspaper and book retailing ,82.7
1/04/2010,Victoria ,Other recreational goods retailing ,68.7
1/04/2010,Victoria ,"Pharmaceutical, cosmetic and toiletry goods retailing ",310.4
1/04/2010,Victoria ,Other retailing n.e.c. ,248.6
1/04/2010,Victoria ,Other retailing ,710.4
1/04/2010,Victoria ,"Cafes, restaurants and catering services ",396.9
1/04/2010,Victoria ,Takeaway food services ,300.8
1/04/2010,Victoria ,"Cafes, restaurants and takeaway food services ",697.6
1/04/2010,Queensland ,Supermarket and grocery stores ,1411.8
1/04/2010,Queensland ,Food retailing ,1681.5
1/04/2010,Queensland ,"Furniture, floor coverings, houseware and textile goods retailing ",163.4
1/04/2010,Queensland ,Electrical and electronic goods retailing ,269.7
1/04/2010,Queensland ,"Hardware, building and garden supplies retailing ",193.5
1/04/2010,Queensland ,Household goods retailing ,626.6
1/04/2010,Queensland ,Clothing retailing ,161.1
1/04/2010,Queensland ,Footwear and other personal accessory retailing ,80.2
1/04/2010,Queensland ,"Clothing, footwear and personal accessory retailing ",241.3
1/04/2010,Queensland ,Department stores ,259.7
1/04/2010,Queensland ,Newspaper and book retailing ,81.1
1/04/2010,Queensland ,Other recreational goods retailing ,86.8
1/04/2010,Queensland ,"Pharmaceutical, cosmetic and toiletry goods retailing ",218.6
1/04/2010,Queensland ,Other retailing n.e.c. ,163.9
1/04/2010,Queensland ,Other retailing ,550.4
1/04/2010,Queensland ,"Cafes, restaurants and catering services ",260.2
1/04/2010,Queensland ,Takeaway food services ,210.1
1/04/2010,Queensland ,"Cafes, restaurants and takeaway food services ",470.3
1/04/2010,South Australia ,Supermarket and grocery stores ,485.4
1/04/2010,South Australia ,Liquor retailing ,38.5
1/04/2010,South Australia ,Other specialised food retailing ,54.2
1/04/2010,South Australia ,Food retailing ,578.2
1/04/2010,South Australia ,"Furniture, floor coverings, houseware and textile goods retailing ",58.3
1/04/2010,South Australia ,Electrical and electronic goods retailing ,106.3
1/04/2010,South Australia ,"Hardware, building and garden supplies retailing ",93.3
1/04/2010,South Australia ,Household goods retailing ,257.9
1/04/2010,South Australia ,Clothing retailing ,74.4
1/04/2010,South Australia ,Footwear and other personal accessory retailing ,31.1
1/04/2010,South Australia ,"Clothing, footwear and personal accessory retailing ",105.5
1/04/2010,South Australia ,Department stores ,114.9
1/04/2010,South Australia ,Newspaper and book retailing ,25.4
1/04/2010,South Australia ,Other recreational goods retailing ,24.7
1/04/2010,South Australia ,"Pharmaceutical, cosmetic and toiletry goods retailing ",91.2
1/04/2010,South Australia ,Other retailing n.e.c. ,64.9
1/04/2010,South Australia ,Other retailing ,206.1
1/04/2010,South Australia ,"Cafes, restaurants and catering services ",77.7
1/04/2010,South Australia ,Takeaway food services ,62.9
1/04/2010,South Australia ,"Cafes, restaurants and takeaway food services ",140.5
1/04/2010,Western Australia ,Supermarket and grocery stores ,724.4
1/04/2010,Western Australia ,Liquor retailing ,99.9
1/04/2010,Western Australia ,Other specialised food retailing ,74.2
1/04/2010,Western Australia ,Food retailing ,898.5
1/04/2010,Western Australia ,"Furniture, floor coverings, houseware and textile goods retailing ",98.7
1/04/2010,Western Australia ,Electrical and electronic goods retailing ,147.6
1/04/2010,Western Australia ,"Hardware, building and garden supplies retailing ",105.1
1/04/2010,Western Australia ,Household goods retailing ,351.4
1/04/2010,Western Australia ,Clothing retailing ,83.5
1/04/2010,Western Australia ,Footwear and other personal accessory retailing ,60.7
1/04/2010,Western Australia ,"Clothing, footwear and personal accessory retailing ",144.2
1/04/2010,Western Australia ,Department stores ,160.9
1/04/2010,Western Australia ,Newspaper and book retailing ,28.4
1/04/2010,Western Australia ,Other recreational goods retailing ,54.7
1/04/2010,Western Australia ,"Pharmaceutical, cosmetic and toiletry goods retailing ",98.7
1/04/2010,Western Australia ,Other retailing n.e.c. ,72.3
1/04/2010,Western Australia ,Other retailing ,254.1
1/04/2010,Western Australia ,"Cafes, restaurants and catering services ",172.6
1/04/2010,Western Australia ,Takeaway food services ,122.4
1/04/2010,Western Australia ,"Cafes, restaurants and takeaway food services ",295.0
1/04/2010,Tasmania ,Supermarket and grocery stores ,152.0
1/04/2010,Tasmania ,Food retailing ,178.8
1/04/2010,Tasmania ,"Furniture, floor coverings, houseware and textile goods retailing ",21.0
1/04/2010,Tasmania ,Electrical and electronic goods retailing ,29.8
1/04/2010,Tasmania ,"Hardware, building and garden supplies retailing ",33.3
1/04/2010,Tasmania ,Household goods retailing ,84.2
1/04/2010,Tasmania ,Clothing retailing ,16.2
1/04/2010,Tasmania ,Footwear and other personal accessory retailing ,6.4
1/04/2010,Tasmania ,"Clothing, footwear and personal accessory retailing ",22.6
1/04/2010,Tasmania ,Newspaper and book retailing ,11.4
1/04/2010,Tasmania ,Other recreational goods retailing ,5.8
1/04/2010,Tasmania ,"Pharmaceutical, cosmetic and toiletry goods retailing ",25.9
1/04/2010,Tasmania ,"Cafes, restaurants and catering services ",17.3
1/04/2010,Tasmania ,Takeaway food services ,25.8
1/04/2010,Tasmania ,"Cafes, restaurants and takeaway food services ",43.1
1/04/2010,Northern Territory ,Supermarket and grocery stores ,90.5
1/04/2010,Northern Territory ,Food retailing ,95.6
1/04/2010,Northern Territory ,"Furniture, floor coverings, houseware and textile goods retailing ",7.9
1/04/2010,Northern Territory ,Electrical and electronic goods retailing ,13.8
1/04/2010,Northern Territory ,"Hardware, building and garden supplies retailing ",19.4
1/04/2010,Northern Territory ,Household goods retailing ,41.2
1/04/2010,Northern Territory ,Clothing retailing ,6.3
1/04/2010,Northern Territory ,Footwear and other personal accessory retailing ,3.9
1/04/2010,Northern Territory ,"Clothing, footwear and personal accessory retailing ",10.2
1/04/2010,Northern Territory ,Newspaper and book retailing ,1.6
1/04/2010,Northern Territory ,Other recreational goods retailing ,6.0
1/04/2010,Northern Territory ,"Pharmaceutical, cosmetic and toiletry goods retailing ",7.3
1/04/2010,Northern Territory ,"Cafes, restaurants and catering services ",15.6
1/04/2010,Northern Territory ,Takeaway food services ,16.7
1/04/2010,Northern Territory ,"Cafes, restaurants and takeaway food services ",32.3
1/04/2010,Australian Capital Territory ,Supermarket and grocery stores ,120.6
1/04/2010,Australian Capital Territory ,Liquor retailing ,11.2
1/04/2010,Australian Capital Territory ,Other specialised food retailing ,18.0
1/04/2010,Australian Capital Territory ,Food retailing ,149.7
1/04/2010,Australian Capital Territory ,"Furniture, floor coverings, houseware and textile goods retailing ",17.5
1/04/2010,Australian Capital Territory ,Electrical and electronic goods retailing ,28.3
1/04/2010,Australian Capital Territory ,"Hardware, building and garden supplies retailing ",19.5
1/04/2010,Australian Capital Territory ,Household goods retailing ,65.2
1/04/2010,Australian Capital Territory ,Clothing retailing ,18.8
1/04/2010,Australian Capital Territory ,Footwear and other personal accessory retailing ,9.5
1/04/2010,Australian Capital Territory ,"Clothing, footwear and personal accessory retailing ",28.3
1/04/2010,Australian Capital Territory ,Department stores ,30.8
1/04/2010,Australian Capital Territory ,Newspaper and book retailing ,8.0
1/04/2010,Australian Capital Territory ,Other recreational goods retailing ,9.1
1/04/2010,Australian Capital Territory ,"Pharmaceutical, cosmetic and toiletry goods retailing ",14.0
1/04/2010,Australian Capital Territory ,Other retailing n.e.c. ,9.0
1/04/2010,Australian Capital Territory ,Other retailing ,40.0
1/04/2010,Australian Capital Territory ,"Cafes, restaurants and catering services ",33.9
1/04/2010,Australian Capital Territory ,Takeaway food services ,16.1
1/04/2010,Australian Capital Territory ,"Cafes, restaurants and takeaway food services ",50.0
1/05/2010,New South Wales ,Supermarket and grocery stores ,1988.6
1/05/2010,New South Wales ,Liquor retailing ,213.4
1/05/2010,New South Wales ,Other specialised food retailing ,224.5
1/05/2010,New South Wales ,Food retailing ,2426.5
1/05/2010,New South Wales ,"Furniture, floor coverings, houseware and textile goods retailing ",289.6
1/05/2010,New South Wales ,Electrical and electronic goods retailing ,465.4
1/05/2010,New South Wales ,"Hardware, building and garden supplies retailing ",313.1
1/05/2010,New South Wales ,Household goods retailing ,1068.1
1/05/2010,New South Wales ,Clothing retailing ,368.1
1/05/2010,New South Wales ,Footwear and other personal accessory retailing ,203.5
1/05/2010,New South Wales ,"Clothing, footwear and personal accessory retailing ",571.6
1/05/2010,New South Wales ,Department stores ,471.7
1/05/2010,New South Wales ,Newspaper and book retailing ,105.4
1/05/2010,New South Wales ,Other recreational goods retailing ,83.5
1/05/2010,New South Wales ,"Pharmaceutical, cosmetic and toiletry goods retailing ",272.1
1/05/2010,New South Wales ,Other retailing n.e.c. ,272.8
1/05/2010,New South Wales ,Other retailing ,733.8
1/05/2010,New South Wales ,"Cafes, restaurants and catering services ",426.4
1/05/2010,New South Wales ,Takeaway food services ,389.4
1/05/2010,New South Wales ,"Cafes, restaurants and takeaway food services ",815.8
1/05/2010,Victoria ,Supermarket and grocery stores ,1588.7
1/05/2010,Victoria ,Liquor retailing ,124.5
1/05/2010,Victoria ,Other specialised food retailing ,157.8
1/05/2010,Victoria ,Food retailing ,1871.0
1/05/2010,Victoria ,"Furniture, floor coverings, houseware and textile goods retailing ",217.2
1/05/2010,Victoria ,Electrical and electronic goods retailing ,358.8
1/05/2010,Victoria ,"Hardware, building and garden supplies retailing ",246.2
1/05/2010,Victoria ,Household goods retailing ,822.2
1/05/2010,Victoria ,Clothing retailing ,302.7
1/05/2010,Victoria ,Footwear and other personal accessory retailing ,187.3
1/05/2010,Victoria ,"Clothing, footwear and personal accessory retailing ",490.0
1/05/2010,Victoria ,Department stores ,338.3
1/05/2010,Victoria ,Newspaper and book retailing ,84.3
1/05/2010,Victoria ,Other recreational goods retailing ,72.1
1/05/2010,Victoria ,"Pharmaceutical, cosmetic and toiletry goods retailing ",312.0
1/05/2010,Victoria ,Other retailing n.e.c. ,262.6
1/05/2010,Victoria ,Other retailing ,730.9
1/05/2010,Victoria ,"Cafes, restaurants and catering services ",389.4
1/05/2010,Victoria ,Takeaway food services ,302.6
1/05/2010,Victoria ,"Cafes, restaurants and takeaway food services ",692.0
1/05/2010,Queensland ,Supermarket and grocery stores ,1435.9
1/05/2010,Queensland ,Food retailing ,1688.6
1/05/2010,Queensland ,"Furniture, floor coverings, houseware and textile goods retailing ",168.8
1/05/2010,Queensland ,Electrical and electronic goods retailing ,286.7
1/05/2010,Queensland ,"Hardware, building and garden supplies retailing ",195.7
1/05/2010,Queensland ,Household goods retailing ,651.1
1/05/2010,Queensland ,Clothing retailing ,175.9
1/05/2010,Queensland ,Footwear and other personal accessory retailing ,85.1
1/05/2010,Queensland ,"Clothing, footwear and personal accessory retailing ",261.0
1/05/2010,Queensland ,Department stores ,267.1
1/05/2010,Queensland ,Newspaper and book retailing ,84.2
1/05/2010,Queensland ,Other recreational goods retailing ,87.3
1/05/2010,Queensland ,"Pharmaceutical, cosmetic and toiletry goods retailing ",221.0
1/05/2010,Queensland ,Other retailing n.e.c. ,177.6
1/05/2010,Queensland ,Other retailing ,570.1
1/05/2010,Queensland ,"Cafes, restaurants and catering services ",272.1
1/05/2010,Queensland ,Takeaway food services ,217.6
